-0.001587302,0.006349206,0.006349206,-0.00952381,-0.001587302
0,0.003174603,0.003174603,-0.003174603,-0.003174603
-0.033333333,0.022222222,-0.033333333,0.022222222,0.022222222
-0.012698413,0.019047619,-0.012698413,0.019047619,-0.012698413
-0.001587302,0.006349206,-0.001587302,0.006349206,-0.00952381
-0.012698413,0.019047619,-0.012698413,-0.012698413,0.019047619
-0.006349206,0.025396825,-0.006349206,-0.006349206,-0.006349206
0,0.012698413,0,0,-0.012698413
-0.001587302,0.006349206,-0.001587302,-0.00952381,0.006349206
0,0.012698413,0,-0.012698413,0
0.001587302,0.00952381,0.001587302,-0.006349206,-0.006349206
-0.003174603,0.004761905,-0.011111111,0.004761905,0.004761905
-0.001587302,0.006349206,-0.00952381,0.006349206,-0.001587302
0,0.003174603,-0.003174603,0.003174603,-0.003174603
-0.001587302,0.006349206,-0.00952381,-0.001587302,0.006349206
0,0.012698413,-0.012698413,0,0
0.001587302,0.00952381,-0.006349206,0.001587302,-0.006349206
0,0.003174603,-0.003174603,-0.003174603,0.003174603
0.001587302,0.00952381,-0.006349206,-0.006349206,0.001587302
0.003174603,0.011111111,-0.004761905,-0.004761905,-0.004761905
-0.033333333,-0.033333333,0.022222222,0.022222222,0.022222222
-0.012698413,-0.012698413,0.019047619,0.019047619,-0.012698413
-0.001587302,-0.001587302,0.006349206,0.006349206,-0.00952381
-0.012698413,-0.012698413,0.019047619,-0.012698413,0.019047619
-0.006349206,-0.006349206,0.025396825,-0.006349206,-0.006349206
0,0,0.012698413,0,-0.012698413
-0.001587302,-0.001587302,0.006349206,-0.00952381,0.006349206
0,0,0.012698413,-0.012698413,0
0.001587302,0.001587302,0.00952381,-0.006349206,-0.006349206
-0.012698413,-0.012698413,-0.012698413,0.019047619,0.019047619
-0.006349206,-0.006349206,-0.006349206,0.025396825,-0.006349206
0,0,0,0.012698413,-0.012698413
-0.006349206,-0.006349206,-0.006349206,-0.006349206,0.025396825
0,0,0,0,0
0.006349206,0.006349206,0.006349206,0.006349206,-0.025396825
0,0,0,-0.012698413,0.012698413
0.006349206,0.006349206,0.006349206,-0.025396825,0.006349206
0.012698413,0.012698413,0.012698413,-0.019047619,-0.019047619
-0.001587302,-0.001587302,-0.00952381,0.006349206,0.006349206
0,0,-0.012698413,0.012698413,0
0.001587302,0.001587302,-0.006349206,0.00952381,-0.006349206
0,0,-0.012698413,0,0.012698413
0.006349206,0.006349206,-0.025396825,0.006349206,0.006349206
0.012698413,0.012698413,-0.019047619,0.012698413,-0.019047619
0.001587302,0.001587302,-0.006349206,-0.006349206,0.00952381
0.012698413,0.012698413,-0.019047619,-0.019047619,0.012698413
0.033333333,0.033333333,-0.022222222,-0.022222222,-0.022222222
-0.003174603,-0.011111111,0.004761905,0.004761905,0.004761905
-0.001587302,-0.00952381,0.006349206,0.006349206,-0.001587302
0,-0.003174603,0.003174603,0.003174603,-0.003174603
-0.001587302,-0.00952381,0.006349206,-0.001587302,0.006349206
0,-0.012698413,0.012698413,0,0
0.001587302,-0.006349206,0.00952381,0.001587302,-0.006349206
0,-0.003174603,0.003174603,-0.003174603,0.003174603
0.001587302,-0.006349206,0.00952381,-0.006349206,0.001587302
0.003174603,-0.004761905,0.011111111,-0.004761905,-0.004761905
-0.001587302,-0.00952381,-0.001587302,0.006349206,0.006349206
0,-0.012698413,0,0.012698413,0
0.001587302,-0.006349206,0.001587302,0.00952381,-0.006349206
0,-0.012698413,0,0,0.012698413
0.006349206,-0.025396825,0.006349206,0.006349206,0.006349206
0.012698413,-0.019047619,0.012698413,0.012698413,-0.019047619
0.001587302,-0.006349206,0.001587302,-0.006349206,0.00952381
0.012698413,-0.019047619,0.012698413,-0.019047619,0.012698413
0.033333333,-0.022222222,0.033333333,-0.022222222,-0.022222222
0,-0.003174603,-0.003174603,0.003174603,0.003174603
0.001587302,-0.006349206,-0.006349206,0.00952381,0.001587302
0.003174603,-0.004761905,-0.004761905,0.011111111,-0.004761905
0.001587302,-0.006349206,-0.006349206,0.001587302,0.00952381
0.012698413,-0.019047619,-0.019047619,0.012698413,0.012698413
0.033333333,-0.022222222,-0.022222222,0.033333333,-0.022222222
0.003174603,-0.004761905,-0.004761905,-0.004761905,0.011111111
0.033333333,-0.022222222,-0.022222222,-0.022222222,0.033333333
0.177777778,-0.044444444,-0.044444444,-0.044444444,-0.044444444
-0.022222222,0.005555556,0.005555556,0.005555556,0.005555556
-0.011111111,0.004761905,0.004761905,0.004761905,-0.003174603
-0.002380952,0.001587302,0.001587302,0.001587302,-0.002380952
-0.011111111,0.004761905,0.004761905,-0.003174603,0.004761905
-0.00952381,0.006349206,0.006349206,-0.001587302,-0.001587302
-0.003174603,0.003174603,0.003174603,0,-0.003174603
-0.002380952,0.001587302,0.001587302,-0.002380952,0.001587302
-0.003174603,0.003174603,0.003174603,-0.003174603,0
-0.001587302,0.002380952,0.002380952,-0.001587302,-0.001587302
-0.011111111,0.004761905,-0.003174603,0.004761905,0.004761905
-0.00952381,0.006349206,-0.001587302,0.006349206,-0.001587302
-0.003174603,0.003174603,0,0.003174603,-0.003174603
-0.00952381,0.006349206,-0.001587302,-0.001587302,0.006349206
-0.012698413,0.012698413,0,0,0
-0.006349206,0.00952381,0.001587302,0.001587302,-0.006349206
-0.003174603,0.003174603,0,-0.003174603,0.003174603
-0.006349206,0.00952381,0.001587302,-0.006349206,0.001587302
-0.004761905,0.011111111,0.003174603,-0.004761905,-0.004761905
-0.002380952,0.001587302,-0.002380952,0.001587302,0.001587302
-0.003174603,0.003174603,-0.003174603,0.003174603,0
-0.001587302,0.002380952,-0.001587302,0.002380952,-0.001587302
-0.003174603,0.003174603,-0.003174603,0,0.003174603
-0.006349206,0.00952381,-0.006349206,0.001587302,0.001587302
-0.004761905,0.011111111,-0.004761905,0.003174603,-0.004761905
-0.001587302,0.002380952,-0.001587302,-0.001587302,0.002380952
-0.004761905,0.011111111,-0.004761905,-0.004761905,0.003174603
-0.005555556,0.022222222,-0.005555556,-0.005555556,-0.005555556
-0.011111111,-0.003174603,0.004761905,0.004761905,0.004761905
-0.00952381,-0.001587302,0.006349206,0.006349206,-0.001587302
-0.003174603,0,0.003174603,0.003174603,-0.003174603
-0.00952381,-0.001587302,0.006349206,-0.001587302,0.006349206
-0.012698413,0,0.012698413,0,0
-0.006349206,0.001587302,0.00952381,0.001587302,-0.006349206
-0.003174603,0,0.003174603,-0.003174603,0.003174603
-0.006349206,0.001587302,0.00952381,-0.006349206,0.001587302
-0.004761905,0.003174603,0.011111111,-0.004761905,-0.004761905
-0.00952381,-0.001587302,-0.001587302,0.006349206,0.006349206
-0.012698413,0,0,0.012698413,0
-0.006349206,0.001587302,0.001587302,0.00952381,-0.006349206
-0.012698413,0,0,0,0.012698413
-0.025396825,0.006349206,0.006349206,0.006349206,0.006349206
-0.019047619,0.012698413,0.012698413,0.012698413,-0.019047619
-0.006349206,0.001587302,0.001587302,-0.006349206,0.00952381
-0.019047619,0.012698413,0.012698413,-0.019047619,0.012698413
-0.022222222,0.033333333,0.033333333,-0.022222222,-0.022222222
-0.003174603,0,-0.003174603,0.003174603,0.003174603
-0.006349206,0.001587302,-0.006349206,0.00952381,0.001587302
-0.004761905,0.003174603,-0.004761905,0.011111111,-0.004761905
-0.006349206,0.001587302,-0.006349206,0.001587302,0.00952381
-0.019047619,0.012698413,-0.019047619,0.012698413,0.012698413
-0.022222222,0.033333333,-0.022222222,0.033333333,-0.022222222
-0.004761905,0.003174603,-0.004761905,-0.004761905,0.011111111
-0.022222222,0.033333333,-0.022222222,-0.022222222,0.033333333
-0.044444444,0.177777778,-0.044444444,-0.044444444,-0.044444444
-0.002380952,-0.002380952,0.001587302,0.001587302,0.001587302
-0.003174603,-0.003174603,0.003174603,0.003174603,0
-0.001587302,-0.001587302,0.002380952,0.002380952,-0.001587302
-0.003174603,-0.003174603,0.003174603,0,0.003174603
-0.006349206,-0.006349206,0.00952381,0.001587302,0.001587302
-0.004761905,-0.004761905,0.011111111,0.003174603,-0.004761905
-0.001587302,-0.001587302,0.002380952,-0.001587302,0.002380952
-0.004761905,-0.004761905,0.011111111,-0.004761905,0.003174603
-0.005555556,-0.005555556,0.022222222,-0.005555556,-0.005555556
-0.003174603,-0.003174603,0,0.003174603,0.003174603
-0.006349206,-0.006349206,0.001587302,0.00952381,0.001587302
-0.004761905,-0.004761905,0.003174603,0.011111111,-0.004761905
-0.006349206,-0.006349206,0.001587302,0.001587302,0.00952381
-0.019047619,-0.019047619,0.012698413,0.012698413,0.012698413
-0.022222222,-0.022222222,0.033333333,0.033333333,-0.022222222
-0.004761905,-0.004761905,0.003174603,-0.004761905,0.011111111
-0.022222222,-0.022222222,0.033333333,-0.022222222,0.033333333
-0.044444444,-0.044444444,0.177777778,-0.044444444,-0.044444444
-0.001587302,-0.001587302,-0.001587302,0.002380952,0.002380952
-0.004761905,-0.004761905,-0.004761905,0.011111111,0.003174603
-0.005555556,-0.005555556,-0.005555556,0.022222222,-0.005555556
-0.004761905,-0.004761905,-0.004761905,0.003174603,0.011111111
-0.022222222,-0.022222222,-0.022222222,0.033333333,0.033333333
-0.044444444,-0.044444444,-0.044444444,0.177777778,-0.044444444
-0.005555556,-0.005555556,-0.005555556,-0.005555556,0.022222222
-0.044444444,-0.044444444,-0.044444444,-0.044444444,0.177777778
-0.2,-0.2,-0.2,-0.2,-0.2
